"geneid","strand","fiveprime","threeprime"
"Pc2113T1C00002420g0001120","-",2325,1106
"Pc2113T1C00002420g0001130","-",3974,2325
"Pc2113T1C00002420g0001140","-",1124,3974
"Pc2113T1C00002420g0001150","-",5146,1124
"Pc2113T1C00002420g0001160","+",5146,43784
"Pc2113T1C00002420g0001170","-",436,43784
"Pc2113T1C00002420g0001180","-",142,436
"Pc2113T1C00002420g0001190","+",142,1396
"Pc2113T1C00000573g0000070","+",194,4
"Pc2113T1C00002420g0001200","+",1396,335
"Pc2113T1C00002420g0001210","+",335,1500
"Pc2113T1C00002420g0001220","-",329,1500
"Pc2113T1C00002420g0001240","-",608,243
"Pc2113T1C00002420g0001230","+",329,243
"Pc2113T1C00002420g0001260","-",1611,2568
"Pc2113T1C00002420g0001250","+",608,2568
"Pc2113T1C00002420g0001270","+",1611,432
"Pc2113T1C00002420g0001280","-",170,432
"Pc2113T1C00002420g0001290","+",170,1467
"Pc2113T1C00000573g0000080","+",4,24
"Pc2113T1C00002420g0001300","+",1467,353
"Pc2113T1C00002420g0001310","-",1860,353
"Pc2113T1C00002420g0001330","-",175,185
"Pc2113T1C00002420g0001320","+",1860,185
"Pc2113T1C00002420g0001340","+",175,474
"Pc2113T1C00002420g0001350","+",474,329
"Pc2113T1C00002420g0001370","-",246,105
"Pc2113T1C00002420g0001360","+",329,105
"Pc2113T1C00002420g0001380","+",246,297
"Pc2113T1C00002420g0001390","+",297,64
"Pc2113T1C00002420g0001400","-",331,64
"Pc2113T1C00002420g0001410","-",269,331
"Pc2113T1C00002420g0001420","+",269,963
"Pc2113T1C00002420g0001430","+",963,1221
"Pc2113T1C00002420g0001440","+",1221,232
"Pc2113T1C00002420g0001460","-",206,639
"Pc2113T1C00002420g0001450","+",232,639
"Pc2113T1C00002420g0001470","+",206,168
"Pc2113T1C00002420g0001480","-",429,168
"Pc2113T1C00002420g0001490","+",429,20
"Pc2113T1C00000583g0000030","-",1256,3686
"Pc2113T1C00000583g0000020","+",365,3686
"Pc2113T1C00002420g0001500","+",20,128
"Pc2113T1C00002420g0001510","-",151,128
"Pc2113T1C00002420g0001520","+",151,371
"Pc2113T1C00002420g0001530","-",728,371
"Pc2113T1C00002420g0001540","-",58471,728
"Pc2113T1C00002420g0001550","+",58471,21671
"Pc2113T1C00002420g0001560","-",8637,21671
"Pc2113T1C00002420g0001570","-",544,8637
"Pc2113T1C00002420g0001580","+",544,32
"Pc2113T1C00002420g0001600","-",240,416
"Pc2113T1C00002420g0001590","+",32,416
"Pc2113T1C00002420g0001610","+",240,302
"Pc2113T1C00002420g0001620","-",124,302
"Pc2113T1C00002420g0001630","-",1095,124
"Pc2113T1C00002422g0000010","+",NA,22
"Pc2113T1C00002422g0000020","+",22,1450
"Pc2113T1C00002422g0000030","+",1450,261
"Pc2113T1C00002422g0000040","-",16,261
"Pc2113T1C00002422g0000050","-",6696,16
"Pc2113T1C00002422g0000060","-",3158,6696
"Pc2113T1C00000583g0000050","-",1026,4592
"Pc2113T1C00000583g0000040","+",1256,4592
"Pc2113T1C00002422g0000080","-",241,69
"Pc2113T1C00002422g0000070","+",3158,69
"Pc2113T1C00002422g0000090","-",709,241
"Pc2113T1C00002422g0000100","+",709,499
"Pc2113T1C00002422g0000110","+",499,175
"Pc2113T1C00002422g0000120","+",175,6811
"Pc2113T1C00002422g0000130","-",130,6811
"Pc2113T1C00002422g0000150","-",13631,17729
"Pc2113T1C00002422g0000140","+",130,17729
"Pc2113T1C00002422g0000170","-",237,563
"Pc2113T1C00002422g0000160","+",13631,563
"Pc2113T1C00002422g0000180","+",237,730
"Pc2113T1C00002422g0000190","+",730,492
"Pc2113T1C00002422g0000210","-",2791,2830
"Pc2113T1C00002422g0000200","+",492,2830
"Pc2113T1C00002422g0000220","+",2791,3110
"Pc2113T1C00002422g0000230","+",3110,256
"Pc2113T1C00002422g0000240","+",256,16
"Pc2113T1C00002422g0000250","+",16,199
"Pc2113T1C00002422g0000260","-",202,199
"Pc2113T1C00000134g0000100","-",1081,3976
"Pc2113T1C00000583g0000060","+",1026,185
"Pc2113T1C00000583g0000070","-",13795,185
"Pc2113T1C00002423g0000020","+",2796,3126
"Pc2113T1C00002423g0000030","+",3126,1164
"Pc2113T1C00002423g0000040","+",1164,77
"Pc2113T1C00002423g0000060","-",139,48
"Pc2113T1C00002423g0000050","+",77,48
"Pc2113T1C00002423g0000070","+",139,14767
"Pc2113T1C00002423g0000080","+",14767,37479
"Pc2113T1C00002423g0000090","+",37479,614
"Pc2113T1C00002423g0000100","+",614,866
"Pc2113T1C00000583g0000080","-",6217,13795
"Pc2113T1C00002423g0000110","+",866,340
"Pc2113T1C00002423g0000120","+",340,103
"Pc2113T1C00002423g0000130","-",1645,103
"Pc2113T1C00002423g0000140","-",9814,1645
"Pc2113T1C00002423g0000150","-",741,9814
"Pc2113T1C00002423g0000160","+",741,2916
"Pc2113T1C00002423g0000170","-",4378,2916
"Pc2113T1C00002423g0000180","+",4378,106
"Pc2113T1C00002423g0000190","-",655,106
"Pc2113T1C00002423g0000200","+",655,766
"Pc2113T1C00002423g0000210","-",1409,766
"Pc2113T1C00002423g0000220","+",1409,2831
"Pc2113T1C00002423g0000230","-",108,2831
"Pc2113T1C00002423g0000240","+",108,877
"Pc2113T1C00002423g0000250","+",877,280
"Pc2113T1C00002423g0000260","-",513,280
"Pc2113T1C00002423g0000270","-",50,513
"Pc2113T1C00002423g0000280","-",60,50
"Pc2113T1C00002423g0000290","+",60,1027
"Pc2113T1C00002423g0000300","+",1027,162
"Pc2113T1C00000583g0000090","+",6217,64439
"Pc2113T1C00002423g0000310","+",162,397
"Pc2113T1C00002423g0000320","-",1477,397
"Pc2113T1C00002423g0000330","-",356,1477
"Pc2113T1C00002424g0000020","-",59,1127
"Pc2113T1C00002424g0000030","+",59,196
"Pc2113T1C00002424g0000050","-",156,824
"Pc2113T1C00002424g0000040","+",196,824
"Pc2113T1C00002424g0000060","-",280,156
"Pc2113T1C00002424g0000080","-",28704,38382
"Pc2113T1C00002424g0000070","+",280,38382
"Pc2113T1C00000583g0000100","+",64439,43323
"Pc2113T1C00002424g0000090","-",42456,28704
"Pc2113T1C00002424g0000100","-",47,42456
"Pc2113T1C00002424g0000110","-",269,47
"Pc2113T1C00002424g0000120","-",554,269
"Pc2113T1C00002424g0000130","+",554,926
"Pc2113T1C00002424g0000140","+",926,215
"Pc2113T1C00002424g0000150","-",203,215
"Pc2113T1C00002424g0000160","+",203,54
"Pc2113T1C00002424g0000170","+",54,292
"Pc2113T1C00000583g0000110","+",43323,1818
"Pc2113T1C00002424g0000180","+",292,407
"Pc2113T1C00002424g0000190","+",407,363
"Pc2113T1C00002424g0000210","-",286,149
"Pc2113T1C00002424g0000200","+",363,149
"Pc2113T1C00002424g0000220","+",286,214
"Pc2113T1C00002424g0000230","-",119298,214
"Pc2113T1C00002424g0000240","-",315,119298
"Pc2113T1C00002424g0000250","-",695,315
"Pc2113T1C00002424g0000270","-",1210,449
"Pc2113T1C00002424g0000260","+",695,449
"Pc2113T1C00002424g0000280","-",1016,1210
"Pc2113T1C00000583g0000130","-",180,206
"Pc2113T1C00000583g0000120","+",1818,206
"Pc2113T1C00002424g0000290","-",709,1016
"Pc2113T1C00002424g0000300","-",746,709
"Pc2113T1C00002424g0000310","+",746,1426
"Pc2113T1C00002424g0000320","+",1426,260
"Pc2113T1C00002424g0000330","+",260,560
"Pc2113T1C00002424g0000340","-",223,560
"Pc2113T1C00002424g0000350","-",281,223
"Pc2113T1C00002424g0000360","-",319,281
"Pc2113T1C00002424g0000370","-",3707,319
"Pc2113T1C00002424g0000380","-",3850,3707
"Pc2113T1C00002424g0000390","+",3850,496
"Pc2113T1C00002424g0000400","-",302,496
"Pc2113T1C00002424g0000410","+",302,2008
"Pc2113T1C00002424g0000420","+",2008,1770
"Pc2113T1C00002424g0000430","-",5261,1770
"Pc2113T1C00002424g0000440","-",504,5261
"Pc2113T1C00002424g0000450","-",193,504
"Pc2113T1C00002424g0000460","+",193,311
"Pc2113T1C00002424g0000470","+",311,263
"Pc2113T1C00000583g0000140","+",180,1217
"Pc2113T1C00002424g0000480","+",263,30
"Pc2113T1C00002424g0000490","+",30,580
"Pc2113T1C00002424g0000500","-",424,580
"Pc2113T1C00002424g0000510","-",475,424
"Pc2113T1C00002424g0000520","+",475,1790
"Pc2113T1C00002424g0000530","+",1790,302
"Pc2113T1C00002424g0000540","-",357,302
"Pc2113T1C00002424g0000550","+",357,346
"Pc2113T1C00002424g0000560","+",346,69
"Pc2113T1C00002424g0000570","-",879,69
"Pc2113T1C00000583g0000160","-",14997,360
"Pc2113T1C00000583g0000150","+",1217,360
"Pc2113T1C00002424g0000580","+",879,24
"Pc2113T1C00002424g0000590","-",740,24
"Pc2113T1C00002424g0000600","-",NA,740
"Pc2113T1C00002425g0000020","-",143,162
"Pc2113T1C00002425g0000010","+",NA,162
"Pc2113T1C00002425g0000030","-",187,143
"Pc2113T1C00002425g0000040","+",187,303
"Pc2113T1C00002425g0000050","-",400,303
"Pc2113T1C00002425g0000060","-",1243,400
"Pc2113T1C00002425g0000080","-",221,144
"Pc2113T1C00002425g0000070","+",1243,144
"Pc2113T1C00002425g0000090","-",365,221
"Pc2113T1C00000134g0000110","-",631,1081
"Pc2113T1C00000583g0000170","-",150,14997
"Pc2113T1C00002425g0000100","+",365,786
"Pc2113T1C00002425g0000120","-",46448,1207
"Pc2113T1C00002425g0000110","+",786,1207
"Pc2113T1C00002425g0000130","+",46448,1620
"Pc2113T1C00002425g0000140","-",725,1620
"Pc2113T1C00002425g0000150","-",507,725
"Pc2113T1C00002425g0000160","+",507,239
"Pc2113T1C00002425g0000170","+",239,3953
"Pc2113T1C00002425g0000180","+",3953,4000
"Pc2113T1C00002425g0000190","+",4000,29
"Pc2113T1C00002425g0000200","+",29,2
"Pc2113T1C00002425g0000220","-",9,484
"Pc2113T1C00002425g0000210","+",2,484
"Pc2113T1C00002425g0000230","-",NA,9
"Pc2113T1C00002426g0000020","-",306,1830
"Pc2113T1C00002426g0000010","+",NA,1830
"Pc2113T1C00002426g0000030","-",825,306
"Pc2113T1C00002426g0000040","+",825,239
"Pc2113T1C00002426g0000050","+",239,338
"Pc2113T1C00002426g0000060","+",338,273
"Pc2113T1C00000583g0000180","+",150,883
"Pc2113T1C00000583g0000190","-",248,883
"Pc2113T1C00002426g0000070","+",273,2596
"Pc2113T1C00002426g0000080","+",2596,2073
"Pc2113T1C00002426g0000100","-",3637,263
"Pc2113T1C00002426g0000090","+",2073,263
"Pc2113T1C00002426g0000110","+",3637,179
"Pc2113T1C00002426g0000120","+",179,385
"Pc2113T1C00002426g0000130","+",385,159
"Pc2113T1C00002426g0000140","-",57,159
"Pc2113T1C00002426g0000150","-",365,57
"Pc2113T1C00002426g0000160","+",365,6438
"Pc2113T1C00000583g0000200","-",167,248
"Pc2113T1C00002426g0000170","+",6438,155
"Pc2113T1C00002426g0000180","-",2184,155
"Pc2113T1C00002426g0000190","+",2184,1937
"Pc2113T1C00002426g0000200","-",861,1937
"Pc2113T1C00002426g0000210","-",454,861
"Pc2113T1C00002426g0000220","-",415,454
"Pc2113T1C00002426g0000230","-",1982,415
"Pc2113T1C00002426g0000250","-",1040,402
"Pc2113T1C00002426g0000240","+",1982,402
"Pc2113T1C00002426g0000260","-",291,1040
"Pc2113T1C00002426g0000270","-",1191,291
"Pc2113T1C00002426g0000280","+",1191,3225
"Pc2113T1C00002426g0000290","+",3225,2603
"Pc2113T1C00002426g0000300","-",161,2603
"Pc2113T1C00002426g0000310","+",161,456
"Pc2113T1C00002426g0000320","+",456,93
"Pc2113T1C00002426g0000330","+",93,147
"Pc2113T1C00002426g0000340","-",252,147
"Pc2113T1C00002426g0000350","-",411,252
"Pc2113T1C00002426g0000360","-",308,411
"Pc2113T1C00002426g0000370","-",9824,308
"Pc2113T1C00000583g0000210","+",167,68
"Pc2113T1C00000583g0000220","-",354,68
"Pc2113T1C00002426g0000380","-",10355,9824
"Pc2113T1C00002426g0000390","-",27156,10355
"Pc2113T1C00002426g0000400","+",27156,2867
"Pc2113T1C00002426g0000420","-",12,3516
"Pc2113T1C00002426g0000410","+",2867,3516
"Pc2113T1C00002426g0000430","-",34902,12
"Pc2113T1C00002426g0000440","+",34902,2650
"Pc2113T1C00002426g0000450","-",594,2650
"Pc2113T1C00002426g0000460","-",3090,594
"Pc2113T1C00002426g0000470","+",3090,1159
"Pc2113T1C00002426g0000480","+",1159,797
"Pc2113T1C00002426g0000490","+",797,364
"Pc2113T1C00002426g0000500","+",364,9535
"Pc2113T1C00002426g0000510","+",9535,4862
"Pc2113T1C00002426g0000520","-",1619,4862
"Pc2113T1C00002426g0000540","-",187,161
"Pc2113T1C00002426g0000530","+",1619,161
"Pc2113T1C00002426g0000550","+",187,5376
"Pc2113T1C00002426g0000570","-",436,2063
"Pc2113T1C00002426g0000560","+",5376,2063
"Pc2113T1C00000583g0000230","+",354,13
"Pc2113T1C00002426g0000590","-",216,82
"Pc2113T1C00002426g0000580","+",436,82
"Pc2113T1C00002426g0000600","+",216,61
"Pc2113T1C00002426g0000610","-",652,61
"Pc2113T1C00002426g0000620","+",652,356
"Pc2113T1C00002426g0000640","-",303,36
"Pc2113T1C00002426g0000630","+",356,36
"Pc2113T1C00002426g0000650","+",303,2789
"Pc2113T1C00002426g0000670","-",5437,786
"Pc2113T1C00002426g0000660","+",2789,786
"Pc2113T1C00000583g0000240","+",13,237
"Pc2113T1C00002426g0000680","-",70,5437
"Pc2113T1C00002426g0000690","-",1041,70
"Pc2113T1C00002426g0000710","-",308,67
"Pc2113T1C00002426g0000700","+",1041,67
"Pc2113T1C00002426g0000720","+",308,1593
"Pc2113T1C00002426g0000730","-",367,1593
"Pc2113T1C00002426g0000740","-",832,367
"Pc2113T1C00002426g0000750","+",832,161
"Pc2113T1C00002426g0000760","+",161,115
"Pc2113T1C00002426g0000770","-",40,115
"Pc2113T1C00000583g0000250","+",237,432
"Pc2113T1C00002426g0000780","-",533,40
"Pc2113T1C00002426g0000790","-",372,533
"Pc2113T1C00002426g0000800","-",749,372
"Pc2113T1C00002426g0000810","+",749,431
"Pc2113T1C00002426g0000830","-",192,159
"Pc2113T1C00002426g0000820","+",431,159
"Pc2113T1C00002426g0000840","-",167,192
"Pc2113T1C00002426g0000850","-",6389,167
"Pc2113T1C00002426g0000860","-",126,6389
"Pc2113T1C00000134g0000120","-",1046,631
"Pc2113T1C00000583g0000260","+",432,378
"Pc2113T1C00000583g0000270","-",1009,378
"Pc2113T1C00002426g0000870","+",126,4526
"Pc2113T1C00002426g0000880","+",4526,2610
"Pc2113T1C00002426g0000890","+",2610,165
"Pc2113T1C00002426g0000900","+",165,317
"Pc2113T1C00002426g0000910","+",317,101
"Pc2113T1C00002426g0000930","-",178,480
"Pc2113T1C00002426g0000920","+",101,480
"Pc2113T1C00002426g0000940","+",178,2403
"Pc2113T1C00002426g0000960","-",60638,81
"Pc2113T1C00002426g0000950","+",2403,81
"Pc2113T1C00002426g0000970","-",3528,60638
"Pc2113T1C00002426g0000980","-",29860,3528
"Pc2113T1C00002426g0000990","+",29860,15098
"Pc2113T1C00002426g0001000","+",15098,47521
"Pc2113T1C00002426g0001010","+",47521,153
"Pc2113T1C00002426g0001020","-",412,153
"Pc2113T1C00002426g0001040","-",487,300
"Pc2113T1C00002426g0001030","+",412,300
"Pc2113T1C00002426g0001050","-",393,487
"Pc2113T1C00002426g0001060","-",124,393
"Pc2113T1C00002426g0001070","-",595,124
"Pc2113T1C00000583g0000290","-",1534,362
"Pc2113T1C00000583g0000280","+",1009,362
"Pc2113T1C00002426g0001080","+",595,220
"Pc2113T1C00002426g0001090","-",434,220
"Pc2113T1C00002426g0001100","+",434,122
"Pc2113T1C00002426g0001110","+",122,2606
"Pc2113T1C00002426g0001120","+",2606,1621
"Pc2113T1C00002426g0001140","-",50,1087
"Pc2113T1C00002426g0001130","+",1621,1087
"Pc2113T1C00002426g0001150","-",603,50
"Pc2113T1C00002426g0001160","-",1362,603
"Pc2113T1C00002426g0001170","+",1362,201
"Pc2113T1C00002426g0001180","-",293,201
"Pc2113T1C00002426g0001190","-",397,293
"Pc2113T1C00002426g0001200","+",397,10329
"Pc2113T1C00002426g0001210","+",10329,3818
"Pc2113T1C00002426g0001220","+",3818,2877
"Pc2113T1C00002426g0001240","-",34485,30488
"Pc2113T1C00002426g0001230","+",2877,30488
"Pc2113T1C00002426g0001260","-",6613,3416
"Pc2113T1C00002426g0001250","+",34485,3416
"Pc2113T1C00000583g0000300","+",1534,899
"Pc2113T1C00002426g0001270","+",6613,5048
"Pc2113T1C00002426g0001280","-",1095,5048
"Pc2113T1C00002426g0001300","-",2517,6461
"Pc2113T1C00002426g0001290","+",1095,6461
"Pc2113T1C00002428g0000020","-",7096,1986
"Pc2113T1C00002428g0000030","+",7096,4383
"Pc2113T1C00002428g0000040","+",4383,81
"Pc2113T1C00002428g0000050","-",1244,81
"Pc2113T1C00002428g0000060","-",507,1244
"Pc2113T1C00002428g0000070","-",656,507
"Pc2113T1C00002428g0000080","-",3578,656
"Pc2113T1C00002428g0000090","-",503,3578
"Pc2113T1C00002428g0000100","-",1272,503
"Pc2113T1C00002428g0000110","-",10654,1272
"Pc2113T1C00002428g0000120","-",4316,10654
"Pc2113T1C00002428g0000130","-",4199,4316
"Pc2113T1C00002428g0000140","-",224,4199
"Pc2113T1C00002428g0000150","-",113,224
"Pc2113T1C00002428g0000160","-",40457,113
"Pc2113T1C00002428g0000170","-",524,40457
"Pc2113T1C00000607g0000020","+",533,6
"Pc2113T1C00000607g0000030","-",488,6
"Pc2113T1C00002428g0000180","-",223,524
"Pc2113T1C00002428g0000190","-",3921,223
"Pc2113T1C00002428g0000200","-",2264,3921
"Pc2113T1C00002428g0000210","+",2264,14
"Pc2113T1C00002428g0000230","-",1345,328
"Pc2113T1C00002428g0000220","+",14,328
"Pc2113T1C00002428g0000250","-",1343,3133
"Pc2113T1C00002428g0000240","+",1345,3133
"Pc2113T1C00002428g0000260","+",1343,1691
"Pc2113T1C00000607g0000040","-",62,488
"Pc2113T1C00002428g0000270","+",1691,990
"Pc2113T1C00002428g0000280","+",990,23
"Pc2113T1C00002428g0000290","+",23,284
"Pc2113T1C00002428g0000300","-",NA,284
"Pc2113T1C00002430g0000010","+",NA,5955
"Pc2113T1C00002430g0000020","+",5955,1914
"Pc2113T1C00002430g0000030","+",1914,887
"Pc2113T1C00002430g0000050","-",467,277
"Pc2113T1C00002430g0000040","+",887,277
"Pc2113T1C00002430g0000070","-",31,3430
"Pc2113T1C00002430g0000060","+",467,3430
"Pc2113T1C00002430g0000080","-",109836,31
"Pc2113T1C00000607g0000050","-",3126,62
"Pc2113T1C00002430g0000090","-",257,109836
"Pc2113T1C00002430g0000100","-",2901,257
"Pc2113T1C00002430g0000120","-",76,227
"Pc2113T1C00002430g0000110","+",2901,227
"Pc2113T1C00002430g0000130","-",168,76
"Pc2113T1C00002430g0000140","+",168,283
"Pc2113T1C00002430g0000150","-",2440,283
"Pc2113T1C00002430g0000160","-",2575,2440
"Pc2113T1C00002430g0000170","+",2575,489
"Pc2113T1C00002430g0000180","-",82,489
"Pc2113T1C00000607g0000060","-",8116,3126
"Pc2113T1C00002430g0000200","-",172,169
"Pc2113T1C00002430g0000190","+",82,169
"Pc2113T1C00002430g0000210","-",2178,172
"Pc2113T1C00002430g0000230","-",36400,333
"Pc2113T1C00002430g0000220","+",2178,333
"Pc2113T1C00002430g0000240","+",36400,239
"Pc2113T1C00002430g0000250","+",239,2070
"Pc2113T1C00002430g0000270","-",19896,181
"Pc2113T1C00002430g0000260","+",2070,181
"Pc2113T1C00002430g0000280","+",19896,66426
"Pc2113T1C00002430g0000290","-",2586,66426
"Pc2113T1C00002430g0000300","-",1117,2586
"Pc2113T1C00002430g0000320","-",5203,415
"Pc2113T1C00002430g0000310","+",1117,415
"Pc2113T1C00002430g0000330","-",376,5203
"Pc2113T1C00002430g0000340","+",376,1171
"Pc2113T1C00002430g0000360","-",3088,284
"Pc2113T1C00002430g0000350","+",1171,284
"Pc2113T1C00002430g0000370","-",258,3088
"Pc2113T1C00002430g0000380","-",35,258
"Pc2113T1C00000607g0000070","+",8116,491
"Pc2113T1C00002430g0000390","-",256,35
"Pc2113T1C00002430g0000400","+",256,11
"Pc2113T1C00002430g0000410","+",11,96
"Pc2113T1C00002430g0000430","-",1629,10260
"Pc2113T1C00002430g0000420","+",96,10260
"Pc2113T1C00002430g0000440","+",1629,546
"Pc2113T1C00002430g0000450","+",546,209
"Pc2113T1C00002430g0000460","+",209,5197
"Pc2113T1C00002430g0000470","+",5197,3114
"Pc2113T1C00002430g0000480","-",940,3114
"Pc2113T1C00000607g0000090","-",5088,351
"Pc2113T1C00000607g0000080","+",491,351
"Pc2113T1C00002430g0000500","-",2535,187
"Pc2113T1C00002430g0000490","+",940,187
"Pc2113T1C00002430g0000510","+",2535,504
"Pc2113T1C00002430g0000520","+",504,5606
"Pc2113T1C00002430g0000530","-",1958,5606
"Pc2113T1C00002430g0000540","-",2925,1958
"Pc2113T1C00002430g0000550","-",151,2925
"Pc2113T1C00002430g0000560","-",893,151
"Pc2113T1C00002430g0000570","+",893,1752
"Pc2113T1C00000607g0000100","-",1940,5088
"Pc2113T1C00002430g0000580","+",1752,555
"Pc2113T1C00002430g0000590","+",555,815
"Pc2113T1C00002430g0000610","-",310,214
"Pc2113T1C00002430g0000600","+",815,214
"Pc2113T1C00002430g0000620","-",474,310
"Pc2113T1C00002430g0000630","-",159,474
"Pc2113T1C00002430g0000640","-",349,159
"Pc2113T1C00002430g0000660","-",213,284
"Pc2113T1C00002430g0000650","+",349,284
"Pc2113T1C00002430g0000670","-",21655,213
"Pc2113T1C00002430g0000680","-",58154,21655
"Pc2113T1C00002430g0000690","-",604,58154
"Pc2113T1C00002430g0000700","+",604,588
"Pc2113T1C00002430g0000710","+",588,389
"Pc2113T1C00002430g0000720","+",389,10
"Pc2113T1C00002430g0000730","+",10,131
"Pc2113T1C00002430g0000740","+",131,1865
"Pc2113T1C00002430g0000750","+",1865,161
"Pc2113T1C00002430g0000760","+",161,23
"Pc2113T1C00002430g0000770","+",23,403
"Pc2113T1C00000607g0000110","+",1940,3300
"Pc2113T1C00002430g0000780","+",403,47
"Pc2113T1C00002430g0000800","-",167,207
"Pc2113T1C00002430g0000790","+",47,207
"Pc2113T1C00002430g0000810","-",3347,167
"Pc2113T1C00002430g0000820","-",133,3347
"Pc2113T1C00002430g0000840","-",216,12959
"Pc2113T1C00002430g0000830","+",133,12959
"Pc2113T1C00002430g0000850","+",216,1010
"Pc2113T1C00002430g0000860","+",1010,14860
"Pc2113T1C00002430g0000870","-",41,14860
"Pc2113T1C00002430g0000880","-",665,41
"Pc2113T1C00000607g0000120","+",3300,1147
"Pc2113T1C00002430g0000890","-",2552,665
"Pc2113T1C00002430g0000910","-",856,5369
"Pc2113T1C00002430g0000900","+",2552,5369
"Pc2113T1C00002430g0000920","-",183,856
"Pc2113T1C00002430g0000930","+",183,32
"Pc2113T1C00002430g0000940","-",181,32
"Pc2113T1C00002430g0000950","-",3489,181
"Pc2113T1C00002430g0000960","-",1083,3489
"Pc2113T1C00002430g0000970","+",1083,2134
"Pc2113T1C00000607g0000140","-",4050,358
"Pc2113T1C00000607g0000130","+",1147,358
"Pc2113T1C00002430g0000990","-",140,127
"Pc2113T1C00002430g0000980","+",2134,127
"Pc2113T1C00002430g0001000","-",700,140
"Pc2113T1C00002430g0001010","-",923,700
"Pc2113T1C00002430g0001020","-",2365,923
"Pc2113T1C00002430g0001030","+",2365,177
"Pc2113T1C00002430g0001040","-",1164,177
"Pc2113T1C00002430g0001050","+",1164,1050
"Pc2113T1C00002430g0001060","+",1050,535
"Pc2113T1C00002430g0001080","-",605,16
"Pc2113T1C00002430g0001070","+",535,16
"Pc2113T1C00000607g0000150","-",2595,4050
"Pc2113T1C00002430g0001090","+",605,508
"Pc2113T1C00002430g0001110","-",155,116
"Pc2113T1C00002430g0001100","+",508,116
"Pc2113T1C00002430g0001130","-",509,141
"Pc2113T1C00002430g0001120","+",155,141
"Pc2113T1C00002430g0001140","+",509,2071
"Pc2113T1C00002430g0001160","-",206,215
"Pc2113T1C00002430g0001150","+",2071,215
"Pc2113T1C00002430g0001170","+",206,649
"Pc2113T1C00002430g0001180","+",649,438
"Pc2113T1C00002430g0001190","+",438,38
"Pc2113T1C00002430g0001200","+",38,2984
