Orthogroup,P_capsici,P_fragariae,P_infestans,P_parasitica,P_ramorum,P_sojae,Pc2109,Pc2113
OG0007972,KAG1689001.1,KAE8896716.1,PITG_01810,PPTG_00971T0,2507655325,EGZ21056,Pc2109T1C00002718g0000560.1,Pc2113T1C00002434g0000150.1
OG0007973,KAG1689002.1,KAE8896715.1,PITG_01809,PPTG_00970T0,2507655326,EGZ21055,Pc2109T1C00002718g0000570.1,Pc2113T1C00002434g0000160.1
OG0007974,KAG1689003.1,KAE8896861.1,PITG_01808,PPTG_00969T0,2507655327,EGZ21052,Pc2109T1C00002718g0000580.1,Pc2113T1C00002434g0000170.1
OG0007978,KAG1689062.1,KAE8879244.1,PITG_04491,PPTG_18065T0,2507660632,EGZ07842,Pc2109T1C00003215g0000200.1,Pc2113T1C00002661g0000200.1
OG0007979,KAG1689065.1,KAE8879127.1,PITG_04489,PPTG_18067T0,2507660633,EGZ07840,Pc2109T1C00003215g0000230.1,Pc2113T1C00002661g0000220.1
OG0007980,KAG1689068.1,KAE8879191.1,PITG_04487,PPTG_18069T0,2507660634,EGZ07838,Pc2109T1C00003215g0000250.1,Pc2113T1C00002661g0000240.1
OG0007983,KAG1689181.1,KAE8891628.1,PITG_08237,PPTG_00419T0,2507663949,EGZ15045,Pc2109T1C00002467g0000610.1,Pc2113T1C00002364g0000400.1
OG0008023,KAG1689402.1,KAE8888842.1,PITG_16788,PPTG_00648T0,2507663508,EGZ20538,Pc2109T1C00002851g0000090.1,Pc2113T1C00002770g0000810.1
OG0008024,KAG1689404.1,KAE8888618.1,PITG_16806,PPTG_00646T0,2507663505,EGZ20535,Pc2109T1C00002851g0000130.1,Pc2113T1C00002770g0000760.1
OG0008025,KAG1689405.1,KAE8888844.1,PITG_16807,PPTG_00645T0,2507663506,EGZ20536,Pc2109T1C00002851g0000110.1,Pc2113T1C00002770g0000780.1
OG0008026,KAG1689411.1,KAE8888590.1,PITG_05843,PPTG_19005T0,2507663503,EGZ20530,Pc2109T1C00002851g0000190.1,Pc2113T1C00002770g0000710.1
OG0008027,KAG1689412.1,KAE8888592.1,PITG_05842,PPTG_19004T0,2507663502,EGZ20520,Pc2109T1C00002851g0000200.1,Pc2113T1C00002770g0000700.1
OG0008028,KAG1689414.1,KAE8888756.1,PITG_16801,PPTG_19002T0,2507663500,EGZ20517,Pc2109T1C00002851g0000220.1,Pc2113T1C00002770g0000680.1
OG0008029,KAG1689416.1,KAE8888651.1,PITG_16804,PPTG_19000T0,2507663499,EGZ20515,Pc2109T1C00002851g0000240.1,Pc2113T1C00002770g0000660.1
OG0008030,KAG1689420.1,KAE8888749.1,PITG_16757,PPTG_18995T0,2507663494,EGZ20511,Pc2109T1C00002851g0000300.1,Pc2113T1C00002770g0000600.1
OG0008031,KAG1689421.1,KAE8888746.1,PITG_16758,PPTG_18994T0,2507663493,EGZ20510,Pc2109T1C00002851g0000310.1,Pc2113T1C00002770g0000580.1
OG0008032,KAG1689422.1,KAE8888747.1,PITG_16759,PPTG_18993T0,2507663492,EGZ20509,Pc2109T1C00002851g0000320.1,Pc2113T1C00002770g0000570.1
OG0008033,KAG1689424.1,KAE8888745.1,PITG_16792,PPTG_18991T0,2507663490,EGZ20508,Pc2109T1C00002851g0000340.1,Pc2113T1C00002770g0000550.1
OG0008034,KAG1689425.1,KAE8888662.1,PITG_16800,PPTG_18990T0,2507663489,EGZ20507,Pc2109T1C00002851g0000350.1,Pc2113T1C00002770g0000540.1
OG0008035,KAG1689428.1,KAE8888657.1,PITG_01027,PPTG_18986T0,2507663486,EGZ20505,Pc2109T1C00002851g0000410.1,Pc2113T1C00002770g0000490.1
OG0008036,KAG1689431.1,KAE8888654.1,PITG_16798,PPTG_18988T0,2507663484,EGZ20500,Pc2109T1C00002851g0000420.1,Pc2113T1C00002770g0000480.1
OG0008037,KAG1689435.1,KAE8888655.1,PITG_16814,PPTG_09724T0,2507663482,EGZ20496,Pc2109T1C00002851g0000460.1,Pc2113T1C00002770g0000430.1
OG0008038,KAG1689436.1,KAE8888586.1,PITG_16813,PPTG_09723T0,2507663481,EGZ20494,Pc2109T1C00002851g0000470.1,Pc2113T1C00002770g0000420.1
OG0008039,KAG1689438.1,KAE8888640.1,PITG_16812,PPTG_09721T0,2507663480,EGZ20493,Pc2109T1C00002851g0000480.1,Pc2113T1C00002770g0000410.1
OG0008040,KAG1689439.1,KAE8888642.1,PITG_16810,PPTG_09719T0,2507663479,EGZ20491,Pc2109T1C00002851g0000500.1,Pc2113T1C00002770g0000390.1
OG0008041,KAG1689440.1,KAE8888641.1,PITG_16809,PPTG_09718T0,2507663478,EGZ20490,Pc2109T1C00002851g0000510.1,Pc2113T1C00002770g0000380.1
OG0008042,KAG1689441.1,KAE8888636.1,PITG_16808,PPTG_09717T0,2507663477,EGZ20482,Pc2109T1C00002851g0000520.1,Pc2113T1C00002770g0000370.1
OG0008043,KAG1689443.1,KAE8888635.1,PITG_16770,PPTG_09716T0,2507663476,EGZ20481,Pc2109T1C00002851g0000580.1,Pc2113T1C00002770g0000300.1
OG0008044,KAG1689452.1,KAE8888582.1,PITG_15981,PPTG_09703T0,2507663470,EGZ20475,Pc2109T1C00002851g0000640.1,Pc2113T1C00002770g0000240.1
OG0008050,KAG1689589.1,KAE8900279.1,PITG_06672,PPTG_07345T0,2507661122,EGZ10261,Pc2109T1C00003215g0000450.1,Pc2113T1C00002662g0000190.1
OG0008056,KAG1689701.1,KAE8882731.1,PITG_12695,PPTG_07063T0,2507667031,EGZ12815,Pc2109T1C00003016g0000050.1,Pc2113T1C00003102g0000250.1
OG0008057,KAG1689703.1,KAE8882729.1,PITG_12697,PPTG_07069T0,2507667029,EGZ12817,Pc2109T1C00003016g0000070.1,Pc2113T1C00003102g0000230.1
OG0008061,KAG1689772.1,KAE8882473.1,PITG_04603,PPTG_11194T0,2507656357,EGZ25194,Pc2109T1C00002507g0000780.1,Pc2113T1C00002444g0001180.1
OG0008062,KAG1689774.1,KAE8882636.1,PITG_04607,PPTG_11176T0,2507656355,EGZ04724,Pc2109T1C00002507g0000740.1,Pc2113T1C00002444g0001150.1
OG0008063,KAG1689776.1,KAE8882632.1,PITG_04608,PPTG_11178T0,2507656354,EGZ04725,Pc2109T1C00002507g0000700.1,Pc2113T1C00002444g0001110.1
OG0008067,KAG1689823.1,KAE8888922.1,PITG_07048,PPTG_04295T0,2507655591,EGZ27871,Pc2109T1C00002611g0002270.1,Pc2113T1C00002340g0000180.1
OG0008069,KAG1689832.1,KAE8895248.1,PITG_07126,PPTG_04303T0,2507665324,EGZ25803,Pc2109T1C00002654g0001260.1,Pc2113T1C00002337g0000720.1
OG0008070,KAG1689833.1,KAE8895391.1,PITG_07125,PPTG_04304T0,2507665325,EGZ25804,Pc2109T1C00002654g0001270.1,Pc2113T1C00002337g0000710.1
OG0008072,KAG1689854.1,KAE8895206.1,PITG_07111,PPTG_04320T0,2507665337,EGZ25847,Pc2109T1C00002419g0002460.1,Pc2113T1C00002337g0000470.1
OG0008073,KAG1689855.1,KAE8895209.1,PITG_07110,PPTG_04321T0,2507665338,EGZ25846,Pc2109T1C00002419g0002450.1,Pc2113T1C00002337g0000460.1
OG0008074,KAG1689862.1,KAE8895442.1,PITG_07104,PPTG_04332T0,2507665341,EGZ25842,Pc2109T1C00002419g0002410.1,Pc2113T1C00002337g0000420.1
OG0008075,KAG1689863.1,KAE8895445.1,PITG_07103,PPTG_04333T0,2507665342,EGZ25841,Pc2109T1C00002419g0002400.1,Pc2113T1C00002337g0000410.1
OG0008076,KAG1689864.1,KAE8895444.1,PITG_07102,PPTG_04334T0,2507665343,EGZ25840,Pc2109T1C00002419g0002390.1,Pc2113T1C00002337g0000400.1
OG0008077,KAG1689865.1,KAE8895447.1,PITG_07101,PPTG_04335T0,2507665346,EGZ25839,Pc2109T1C00002419g0002380.1,Pc2113T1C00002337g0000390.1
OG0008078,KAG1689866.1,KAE8895446.1,PITG_07100,PPTG_04336T0,2507665345,EGZ25838,Pc2109T1C00002419g0002370.1,Pc2113T1C00002337g0000380.1
OG0008080,KAG1689869.1,KAE8895502.1,PITG_07099,PPTG_04338T0,2507660686,EGZ25858,Pc2109T1C00002419g0002310.1,Pc2113T1C00002337g0000300.1
OG0008081,KAG1689870.1,KAE8895501.1,PITG_07098,PPTG_04339T0,2507660687,EGZ25859,Pc2109T1C00002419g0002300.1,Pc2113T1C00002337g0000290.1
OG0008082,KAG1689871.1,KAE8895504.1,PITG_07097,PPTG_04340T0,2507660688,EGZ25860,Pc2109T1C00002419g0002290.1,Pc2113T1C00002337g0000280.1
OG0008083,KAG1689876.1,KAE8895375.1,PITG_07051,PPTG_04345T0,2507660693,EGZ25865,Pc2109T1C00002419g0002250.1,Pc2113T1C00002337g0000240.1
OG0008084,KAG1689877.1,KAE8895372.1,PITG_07052,PPTG_04346T0,2507660694,EGZ25866,Pc2109T1C00002419g0002240.1,Pc2113T1C00002337g0000230.1
OG0008085,KAG1689878.1,KAE8895373.1,PITG_07053,PPTG_04347T0,2507660695,EGZ25867,Pc2109T1C00002419g0002230.1,Pc2113T1C00002337g0000220.1
OG0008095,KAG1690000.1,KAE8876416.1,PITG_19967,PPTG_12191T0,2507656868,EGZ16393,Pc2109T1C00002318g0001040.1,Pc2113T1C00002374g0000350.1
OG0008105,KAG1690195.1,KAE8893732.1,PITG_04665,PPTG_04822T0,2507666482,EGZ05840,Pc2109T1C00003064g0000970.1,Pc2113T1C00003204g0000110.1
OG0008106,KAG1690197.1,KAE8893733.1,PITG_20400,PPTG_04821T0,2507666483,EGZ05839,Pc2109T1C00003064g0000960.1,Pc2113T1C00003204g0000120.1
OG0008108,KAG1690199.1,KAE8893735.1,PITG_04667,PPTG_04819T0,2507666484,EGZ05837,Pc2109T1C00003064g0000940.1,Pc2113T1C00003204g0000140.1
OG0008109,KAG1690200.1,KAE8893736.1,PITG_04668,PPTG_04818T0,2507666485,EGZ05836,Pc2109T1C00003064g0000930.1,Pc2113T1C00003204g0000150.1
OG0008110,KAG1690201.1,KAE8893855.1,PITG_04669,PPTG_04817T0,2507666486,EGZ05835,Pc2109T1C00003064g0000920.1,Pc2113T1C00003204g0000160.1
OG0008112,KAG1690206.1,KAE8893859.1,PITG_04675,PPTG_04813T0,2507666490,EGZ05847,Pc2109T1C00003064g0000840.1,Pc2113T1C00003204g0000240.1
OG0008113,KAG1690208.1,KAE8893857.1,PITG_04677,PPTG_04811T0,2507666492,EGZ05848,Pc2109T1C00003064g0000820.1,Pc2113T1C00003204g0000260.1
OG0008115,KAG1690214.1,KAE8893815.1,PITG_04681,PPTG_04806T0,2507666495,EGZ05852,Pc2109T1C00003064g0000800.1,Pc2113T1C00003204g0000290.1
OG0008119,KAG1690327.1,KAE8910312.1,PITG_03446,PPTG_14765T0,2507657576,EGZ28289,Pc2109T1C00000207g0000820.1,Pc2113T1C00002346g0000190.1
OG0008120,KAG1690328.1,KAE8910311.1,PITG_03445,PPTG_14768T0,2507657577,EGZ28288,Pc2109T1C00000207g0000810.1,Pc2113T1C00002346g0000180.1
OG0008123,KAG1690340.1,KAE8910487.1,PITG_03435,PPTG_14780T0,2507657584,EGZ28279,Pc2109T1C00000207g0000740.1,Pc2113T1C00002346g0000090.1
OG0008124,KAG1690341.1,KAE8910488.1,PITG_03434,PPTG_14781T0,2507657585,EGZ28278,Pc2109T1C00000207g0000730.1,Pc2113T1C00002346g0000080.1
OG0008125,KAG1690346.1,KAE8911011.1,PITG_03429,PPTG_14784T0,2507657589,EGZ28274,Pc2109T1C00000207g0000670.1,Pc2113T1C00002345g0000410.1
OG0008126,KAG1690349.1,KAE8911008.1,PITG_03425,PPTG_14787T0,2507657593,EGZ28271,Pc2109T1C00000207g0000640.1,Pc2113T1C00002345g0000380.1
OG0008127,KAG1690350.1,KAE8911007.1,PITG_03424,PPTG_14788T0,2507657594,EGZ28270,Pc2109T1C00000207g0000630.1,Pc2113T1C00002345g0000370.1
OG0008128,KAG1690351.1,KAE8911006.1,PITG_03423,PPTG_14789T0,2507657595,EGZ28269,Pc2109T1C00000207g0000610.1,Pc2113T1C00002345g0000350.1
OG0008129,KAG1690352.1,KAE8911005.1,PITG_03422,PPTG_14790T0,2507657596,EGZ28268,Pc2109T1C00000207g0000600.1,Pc2113T1C00002345g0000340.1
OG0008130,KAG1690353.1,KAE8911004.1,PITG_03420,PPTG_14791T0,2507657597,EGZ28267,Pc2109T1C00000207g0000590.1,Pc2113T1C00002345g0000330.1
OG0008131,KAG1690372.1,KAE8910805.1,PITG_03410,PPTG_14802T0,2507657609,EGZ28256,Pc2109T1C00000207g0000460.1,Pc2113T1C00002345g0000190.1
OG0008132,KAG1690375.1,KAE8880597.1,PITG_20928,PPTG_00684T0,2507667342,EGZ04898,Pc2109T1C00002504g0000170.1,Pc2113T1C00032629g0000050.1
OG0008133,KAG1690394.1,KAE8880648.1,PITG_20562,PPTG_18898T0,2507666468,EGZ11115,Pc2109T1C00002503g0001860.1,Pc2113T1C00032629g0000270.1
OG0008134,KAG1690398.1,KAE8880549.1,PITG_20559,PPTG_18901T0,2507666471,EGZ11126,Pc2109T1C00002503g0001820.1,Pc2113T1C00032629g0000310.1
OG0008135,KAG1690400.1,KAE8895708.1,PITG_20557,PPTG_18903T0,2507666472,EGZ11122,Pc2109T1C00002503g0001800.1,Pc2113T1C00032629g0000330.1
OG0008140,KAG1690512.1,KAE8896483.1,PITG_14566,PPTG_13963T0,2507656603,EGZ13219,Pc2109T1C00002569g0000370.1,Pc2113T1C00002259g0000480.1
OG0008141,KAG1690515.1,KAE8896486.1,PITG_14563,PPTG_13968T0,2507656604,EGZ13222,Pc2109T1C00002569g0000340.1,Pc2113T1C00002259g0000450.1
OG0008142,KAG1690519.1,KAE8896205.1,PITG_14558,PPTG_13972T0,2507668112,EGZ13226,Pc2109T1C00002569g0000300.1,Pc2113T1C00002259g0000410.1
OG0008144,KAG1690525.1,KAE8896208.1,PITG_20745,PPTG_13977T0,2507656610,EGZ13231,Pc2109T1C00002569g0000250.1,Pc2113T1C00002259g0000360.1
OG0008145,KAG1690526.1,KAE8896209.1,PITG_20744,PPTG_13976T0,2507656609,EGZ13230,Pc2109T1C00002569g0000260.1,Pc2113T1C00002259g0000370.1
OG0008146,KAG1690527.1,KAE8896206.1,PITG_20743,PPTG_13975T0,2507656608,EGZ13229,Pc2109T1C00002569g0000270.1,Pc2113T1C00002259g0000380.1
OG0008159,KAG1690750.1,KAE8881662.1,PITG_06025,PPTG_18924T0,2507663126,EGZ12198,Pc2109T1C00002867g0000630.1,Pc2113T1C00002973g0000170.1
OG0008161,KAG1690778.1,KAE8881642.1,PITG_06040,PPTG_17059T0,2507663141,EGZ12184,Pc2109T1C00002867g0000710.1,Pc2113T1C00002973g0000240.1
OG0008162,KAG1690781.1,KAE8892384.1,PITG_06047,PPTG_17056T0,2507657434,EGZ12180,Pc2109T1C00002501g0000610.1,Pc2113T1C00002591g0000110.1
OG0008164,KAG1690839.1,KAE8904087.1,PITG_17423,PPTG_02882T0,2507663068,EGZ20248,Pc2109T1C00002542g0000590.1,Pc2113T1C00002218g0000140.1
OG0008165,KAG1690844.1,KAE8904255.1,PITG_17416,PPTG_02883T0,2507663069,EGZ20246,Pc2109T1C00002542g0000610.1,Pc2113T1C00002218g0000160.1
OG0008166,KAG1690846.1,KAE8904253.1,PITG_17413,PPTG_02885T0,2507663071,EGZ20244,Pc2109T1C00002542g0000650.1,Pc2113T1C00002218g0000190.1
OG0008167,KAG1690850.1,KAE8904247.1,PITG_17411,PPTG_02889T0,2507663074,EGZ20239,Pc2109T1C00002542g0000700.1,Pc2113T1C00002218g0000230.1
OG0008168,KAG1690851.1,KAE8904246.1,PITG_17410,PPTG_02890T0,2507663075,EGZ20238,Pc2109T1C00002542g0000710.1,Pc2113T1C00002218g0000240.1
OG0008169,KAG1690852.1,KAE8904008.1,PITG_17409,PPTG_02891T0,2507663076,EGZ20237,Pc2109T1C00002542g0000720.1,Pc2113T1C00002218g0000250.1
OG0008170,KAG1690855.1,KAE8904013.1,PITG_17406,PPTG_02894T0,2507663078,EGZ20232,Pc2109T1C00002542g0000770.1,Pc2113T1C00002218g0000310.1
OG0008171,KAG1690856.1,KAE8904118.1,PITG_17405,PPTG_02895T0,2507663080,EGZ20225,Pc2109T1C00002542g0000780.1,Pc2113T1C00002218g0000320.1
OG0008172,KAG1690857.1,KAE8904385.1,PITG_17404,PPTG_02897T0,2507663082,EGZ20224,Pc2109T1C00002542g0000800.1,Pc2113T1C00002218g0000340.1
OG0008173,KAG1690858.1,KAE8904386.1,PITG_17403,PPTG_02898T0,2507663084,EGZ20223,Pc2109T1C00002542g0000810.1,Pc2113T1C00002218g0000350.1
OG0008174,KAG1690859.1,KAE8885548.1,PITG_19298,PPTG_00451T0,2507663930,EGZ15162,Pc2109T1C00002467g0000900.1,Pc2113T1C00002364g0000120.1
OG0008176,KAG1690879.1,KAE8904322.1,PITG_17383,PPTG_09003T0,2507664504,EGZ20198,Pc2109T1C00002544g0000030.1,Pc2113T1C00002220g0000110.1
OG0008177,KAG1690882.1,KAE8904124.1,PITG_17378,PPTG_08999T0,2507664507,EGZ20195,Pc2109T1C00002544g0000070.1,Pc2113T1C00002220g0000140.1
OG0008179,KAG1690907.1,KAE8886989.1,PITG_13224,PPTG_16749T0,2507664065,EGZ16717,Pc2109T1C00002693g0000270.1,Pc2113T1C00002212g0000590.1
OG0008180,KAG1690908.1,KAE8886990.1,PITG_13223,PPTG_16748T0,2507664066,EGZ16718,Pc2109T1C00002693g0000260.1,Pc2113T1C00002212g0000580.1
OG0008181,KAG1690909.1,KAE8886991.1,PITG_13239,PPTG_16747T0,2507664067,EGZ16719,Pc2109T1C00002693g0000250.1,Pc2113T1C00002212g0000570.1
OG0008182,KAG1690910.1,KAE8886992.1,PITG_13242,PPTG_16746T0,2507664068,EGZ16721,Pc2109T1C00002693g0000240.1,Pc2113T1C00002212g0000560.1
OG0008183,KAG1690920.1,KAE8886817.1,PITG_19516,PPTG_19762T0,2507664074,EGZ16732,Pc2109T1C00002693g0000160.1,Pc2113T1C00002212g0000480.1
OG0008186,KAG1690932.1,KAE8886837.1,PITG_19212,PPTG_19363T0,2507664085,EGZ16744,Pc2109T1C00002692g0000320.1,Pc2113T1C00002212g0000320.1
OG0008188,KAG1690940.1,KAE8886804.1,PITG_19213,PPTG_19371T0,2507664088,EGZ16752,Pc2109T1C00002692g0000220.1,Pc2113T1C00002212g0000210.1
OG0008190,KAG1691006.1,KAE8881743.1,PITG_06001,PPTG_15883T0,2507663114,EGZ12216,Pc2109T1C00002867g0000410.1,Pc2113T1C00002971g0000460.1
OG0008191,KAG1691014.1,KAE8881674.1,PITG_05992,PPTG_15855T0,2507663108,EGZ12229,Pc2109T1C00002867g0000350.1,Pc2113T1C00002971g0000400.1
OG0008192,KAG1691015.1,KAE8881675.1,PITG_05991,PPTG_15854T0,2507663107,EGZ12230,Pc2109T1C00002867g0000360.1,Pc2113T1C00002971g0000410.1
OG0008193,KAG1691016.1,KAE8881668.1,PITG_05990,PPTG_15853T0,2507663106,EGZ12231,Pc2109T1C00002867g0000340.1,Pc2113T1C00002971g0000390.1
OG0008194,KAG1691017.1,KAE8881669.1,PITG_05989,PPTG_15852T0,2507663105,EGZ12232,Pc2109T1C00002867g0000330.1,Pc2113T1C00002971g0000380.1
OG0008195,KAG1691033.1,KAE8905887.1,PITG_05961,PPTG_15802T0,2507663345,EGZ12267,Pc2109T1C00002867g0000190.1,Pc2113T1C00002971g0000190.1
OG0008196,KAG1691036.1,KAE8905636.1,PITG_05954,PPTG_20365T0,2507663347,EGZ12270,Pc2109T1C00002867g0000160.1,Pc2113T1C00002971g0000160.1
OG0008197,KAG1691037.1,KAE8905637.1,PITG_05953,PPTG_18471T0,2507663348,EGZ12271,Pc2109T1C00002867g0000150.1,Pc2113T1C00002971g0000150.1
OG0008199,KAG1691044.1,KAE8905810.1,PITG_05939,PPTG_18478T0,2507663355,EGZ12281,Pc2109T1C00002867g0000050.1,Pc2113T1C00002971g0000050.1
OG0008200,KAG1691046.1,KAE8905814.1,PITG_05934,PPTG_18490T0,2507663358,EGZ12284,Pc2109T1C00002867g0000020.1,Pc2113T1C00002971g0000020.1
OG0008202,KAG1691061.1,KAE8905716.1,PITG_05921,PPTG_00339T0,2507663369,EGZ26561,Pc2109T1C00002867g0000980.1,Pc2113T1C00003131g0000140.1
OG0008204,KAG1691110.1,KAE8907174.1,PITG_12958,PPTG_16940T0,2507666415,EGZ10501,Pc2109T1C00003155g0000180.1,Pc2113T1C00002783g0000760.1
OG0008205,KAG1691114.1,KAE8906604.1,PITG_12969,PPTG_16936T0,2507666419,EGZ10498,Pc2109T1C00001046g0000270.1,Pc2113T1C00002783g0000840.1
OG0008206,KAG1691118.1,KAE8906611.1,PITG_12982,PPTG_16929T0,2507666423,EGZ10482,Pc2109T1C00001046g0000230.1,Pc2113T1C00002783g0000880.1
OG0008207,KAG1691126.1,KAE8907081.1,PITG_12993,PPTG_16922T0,2507666432,EGZ10463,Pc2109T1C00001046g0000090.1,Pc2113T1C00002783g0001050.1
OG0008208,KAG1691128.1,KAE8907082.1,PITG_12994,PPTG_16921T0,2507666433,EGZ10464,Pc2109T1C00001046g0000080.1,Pc2113T1C00002783g0001040.1
OG0008209,KAG1691129.1,KAE8907083.1,PITG_12995,PPTG_16920T0,2507666434,EGZ10465,Pc2109T1C00001046g0000070.1,Pc2113T1C00002783g0001020.1
OG0008210,KAG1691130.1,KAE8886018.1,PITG_12996,PPTG_16919T0,2507666435,EGZ10461,Pc2109T1C00001046g0000040.1,Pc2113T1C00002783g0001090.1
OG0008211,KAG1691142.1,KAE8886222.1,PITG_13007,PPTG_16905T0,2507658213,EGZ10430,Pc2109T1C00003427g0000140.1,Pc2113T1C00002783g0001300.1
OG0008212,KAG1691152.1,KAE8886138.1,PITG_13012,PPTG_16901T0,2507658205,EGZ10422,Pc2109T1C00003427g0000180.1,Pc2113T1C00002783g0001350.1
OG0008213,KAG1691156.1,KAE8886232.1,PITG_13014,PPTG_16899T0,2507658202,EGZ10424,Pc2109T1C00003427g0000200.1,Pc2113T1C00002783g0001370.1
OG0008214,KAG1691161.1,KAE8886146.1,PITG_13017,PPTG_16896T0,2507658200,EGZ10420,Pc2109T1C00003427g0000250.1,Pc2113T1C00002783g0001420.1
OG0008215,KAG1691169.1,KAE8886238.1,PITG_13020,PPTG_16884T0,2507658197,EGZ10410,Pc2109T1C00003427g0000280.1,Pc2113T1C00002783g0001460.1
OG0008217,KAG1691260.1,KAE8882374.1,PITG_10883,PPTG_17585T0,2507664904,EGZ29421,Pc2109T1C00003178g0000080.1,Pc2113T1C00002549g0000310.1
OG0008218,KAG1691264.1,KAE8882227.1,PITG_10878,PPTG_17580T0,2507664898,EGZ29427,Pc2109T1C00003178g0000130.1,Pc2113T1C00002549g0000360.1
OG0008219,KAG1691267.1,KAE8882296.1,PITG_10889,PPTG_17594T0,2507664914,EGZ29433,Pc2109T1C00003178g0000170.1,Pc2113T1C00002549g0000400.1
OG0008220,KAG1691272.1,KAE8882293.1,PITG_10895,PPTG_17600T0,2507664918,EGZ29439,Pc2109T1C00003242g0000090.1,Pc2113T1C00002549g0000460.1
OG0008221,KAG1691273.1,KAE8882294.1,PITG_10896,PPTG_17601T0,2507664919,EGZ29440,Pc2109T1C00003242g0000080.1,Pc2113T1C00002549g0000470.1
OG0008222,KAG1691276.1,KAE8882258.1,PITG_10905,PPTG_17604T0,2507664921,EGZ29443,Pc2109T1C00003242g0000050.1,Pc2113T1C00002549g0000490.1
OG0008223,KAG1691277.1,KAE8882207.1,PITG_10903,PPTG_17605T0,2507664922,EGZ29444,Pc2109T1C00003242g0000040.1,Pc2113T1C00002549g0000500.1
OG0008224,KAG1691278.1,KAE8882318.1,PITG_10902,PPTG_17606T0,2507664923,EGZ29445,Pc2109T1C00003242g0000030.1,Pc2113T1C00002549g0000520.1
OG0008226,KAG1691285.1,KAE8882212.1,PITG_10911,PPTG_17612T0,2507664931,EGZ29451,Pc2109T1C00002491g0000300.1,Pc2113T1C00002549g0000580.1
OG0008227,KAG1691286.1,KAE8882215.1,PITG_10912,PPTG_17613T0,2507664932,EGZ29452,Pc2109T1C00002491g0000290.1,Pc2113T1C00002549g0000590.1
OG0008230,KAG1691305.1,KAE8900072.1,PITG_19532,PPTG_17632T0,2507664945,EGZ29476,Pc2109T1C00002491g0000070.1,Pc2113T1C00002550g0000200.1
OG0008231,KAG1691309.1,KAE8900051.1,PITG_18633,PPTG_17636T0,2507664949,EGZ29472,Pc2109T1C00002491g0000030.1,Pc2113T1C00001086g0000040.1
OG0008232,KAG1691322.1,KAE8884424.1,PITG_21841,PPTG_17711T0,2507657025,EGZ27336,Pc2109T1C00003215g0000920.1,Pc2113T1C00002662g0000710.1
OG0008233,KAG1691324.1,KAE8884259.1,PITG_17898,PPTG_17703T0,2507657027,EGZ27334,Pc2109T1C00003215g0000960.1,Pc2113T1C00002662g0000750.1
OG0008234,KAG1691325.1,KAE8884260.1,PITG_17897,PPTG_17702T0,2507657029,EGZ27333,Pc2109T1C00003215g0000950.1,Pc2113T1C00002662g0000740.1
OG0008235,KAG1691330.1,KAE8884462.1,PITG_17907,PPTG_17697T0,2507657034,EGZ27299,Pc2109T1C00003215g0001000.1,Pc2113T1C00002662g0000780.1
OG0008236,KAG1691332.1,KAE8884459.1,PITG_17908,PPTG_17695T0,2507657036,EGZ27297,Pc2109T1C00003215g0001030.1,Pc2113T1C00002662g0000810.1
OG0008237,KAG1691333.1,KAE8884278.1,PITG_17910,PPTG_17694T0,2507657037,EGZ27296,Pc2109T1C00003215g0001040.1,Pc2113T1C00002662g0000820.1
OG0008239,KAG1691349.1,KAE8884277.1,PITG_17926,PPTG_17686T0,2507657045,EGZ27415,Pc2109T1C00003215g0001120.1,Pc2113T1C00002662g0000890.1
OG0008240,KAG1691350.1,KAE8884275.1,PITG_17928,PPTG_17683T0,2507657048,EGZ27416,Pc2109T1C00003215g0001130.1,Pc2113T1C00002662g0000900.1
OG0008241,KAG1691351.1,KAE8884276.1,PITG_17929,PPTG_17682T0,2507657049,EGZ27417,Pc2109T1C00003215g0001140.1,Pc2113T1C00002662g0000910.1
OG0008242,KAG1691352.1,KAE8884289.1,PITG_17930,PPTG_17681T0,2507657050,EGZ27418,Pc2109T1C00003215g0001150.1,Pc2113T1C00002662g0000920.1
OG0008243,KAG1691359.1,KAE8884380.1,PITG_17935,PPTG_17677T0,2507657055,EGZ27445,Pc2109T1C00003215g0001250.1,Pc2113T1C00002662g0001020.1
OG0008247,KAG1691386.1,KAE8884341.1,PITG_17963,PPTG_17651T0,2507657077,EGZ27471,Pc2109T1C00003217g0000150.1,Pc2113T1C00002663g0000190.1
OG0008248,KAG1691387.1,KAE8884338.1,PITG_17961,PPTG_17653T0,2507657076,EGZ27468,Pc2109T1C00003217g0000120.1,Pc2113T1C00002663g0000160.1
OG0008249,KAG1691396.1,KAE8896747.1,PITG_01719,PPTG_00875T0,2507655396,EGZ20894,Pc2109T1C00001760g0000120.1,Pc2113T1C00002255g0001020.1
OG0008250,KAG1691403.1,KAE8906377.1,PITG_01713,PPTG_00864T0,2507655400,EGZ20846,Pc2109T1C00002885g0000090.1,Pc2113T1C00002255g0001120.1
OG0008251,KAG1691406.1,KAE8896588.1,PITG_01700,PPTG_00853T0,2507655407,EGZ20861,Pc2109T1C00002885g0000190.1,Pc2113T1C00002255g0001190.1
OG0008252,KAG1691408.1,KAE8896577.1,PITG_01702,PPTG_00855T0,2507655406,EGZ20859,Pc2109T1C00002885g0000180.1,Pc2113T1C00002255g0001180.1
